Name	*StringName	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	*IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl	MonLvl(N)	MonLvl(H)	MonLvlEx	MonLvlEx(N)	MonLvlEx(H)	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	LevelEntry	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	LevelGroup
Act 2 - Desert 2	Dry Hills	42	1	1			27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	1	7	8	56	56	56	56	0	0	0	0	33	34	35	36	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	15	40	65	15	51	85	880	880	880	7	9	7	9	7	9	1	0	3	batdemon1	crownest3	doomknight2_14	dkmag3_15	fallen2_15	fetish5_14	goatman7_15	cowking_12	imp3_14	megademon3_15	overseer3_15	pantherwoman3	putriddefiler5_15	quillrat5	sandleaper1	siegebeast4_12	skmage_pois4	slinger3	slinger6	succubus2_15	suicideminion5_15	swarm2	vilemother1_15	willowisp2_15	zealot4_14		batdemon1	crownest3	doomknight2_14	dkmag3_15	fallen2_15	fetish5_14	goatman7_15	cowking_12	imp3_14	megademon3_15	overseer3_15	pantherwoman3	putriddefiler5_15	quillrat5	sandleaper1	siegebeast4_12	skmage_pois4	slinger3	slinger6	succubus2_15	suicideminion5_15	swarm2	vilemother1_15	willowisp2_15	zealot4_14	batdemon1	doomknight2_14	dkmag3_15	fallen2_15	fetish5_14	goatman7_15	cowking_12	imp3_14	megademon3_15	overseer3_15	pantherwoman3	putriddefiler5_15	quillrat5	sandleaper1	skmage_pois4	slinger3	slinger6	succubus2_15	swarm2	vilemother1_15	willowisp2_15	zealot4_14				scorpion				20								0	13	11	Dry Hills	To The Dry Hills	EnteringTheDryHills	30	24	32	37	36	0	0	0	15	30	14	40	40	0	0	0	Act 2 - Dry Hills
Act 2 - Desert 3	Far Oasis	43	1	1			27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	2	7	8	0	0	0	0	62	0	0	0	-1	-1	-1	-1	47	-1	-1	-1	0	0	0	0	1	0	1	0	2025	16	41	66	16	52	85	880	880	880	7	9	7	9	7	9	1	0	3	batdemon2	bighead3_16	bonefetish4_14	brute4	cantor2_16	cr_archer6_16	cr_lancer2_14	crownest3	fetishblow8_14	foulcrow3	frogdemon2_16	hellbovine_16	imp3_14	putriddefiler5_15	regurgitator4_16	sandraider1	siegebeast4_16	skeleton4	skmage_fire4	skmage_ltng4	swarm2	vilemother1_15	vulture1	zealot4_14	zombie5		batdemon2	bighead3_16	bonefetish4_14	brute4	cantor2_16	cr_archer6_16	cr_lancer2_14	crownest3	fetishblow8_14	foulcrow3	frogdemon2_16	hellbovine_16	imp3_14	putriddefiler5_15	regurgitator4_16	sandraider1	siegebeast4_16	skeleton4	skmage_fire4	skmage_ltng4	swarm2	vilemother1_15	vulture1	zealot4_14	zombie5	batdemon2	bighead3_16	bonefetish4_14	brute4	cantor2_16	cr_archer6_16	cr_lancer2_14	fetishblow8_14	foulcrow3	frogdemon2_16	hellbovine_16	imp3_14	putriddefiler5_15	regurgitator4_16	sandraider1	skeleton4	skmage_fire4	skmage_ltng4	swarm2	vilemother1_15	vulture1	zealot4_14	zombie5			scorpion				20								0	13	13	Far Oasis	To The Far Oasis	EnteringTheFarOasis	30	24	32	37	36	0	0	0	15	30	13	40	40	0	0	0	Act 2 - Far Oasis
Act 2 - Desert 4	Lost City	44	1	1			27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	3	7	8	0	0	65	0	0	0	0	0	-1	-1	50	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	3800	17	42	67	17	53	86	880	880	880	7	9	7	9	7	9	1	0	3	baboon1	bighead3_16	bloodlord3_17	blunderbore5	bonefetish4_14	cantor2_16	corruptrogue3_17	cr_archer6_16	cr_lancer2_14	crownest3	doomknight2_14	frogdemon2_16	goatman7_15	megademon3_15	minion11_17	pantherwoman1	putriddefiler5_15	quillrat5_14	regurgitator4_16	scarab1	siegebeast4_16	succubuswitch2_17	vilemother1_15	vulture5	willowisp2_15		baboon1	bighead3_16	bloodlord3_17	blunderbore5	bonefetish4_14	cantor2_16	corruptrogue3_17	cr_archer6_16	cr_lancer2_14	crownest3	doomknight2_14	frogdemon2_16	goatman7_15	megademon3_15	minion11_17	pantherwoman1	putriddefiler5_15	quillrat5_14	regurgitator4_16	scarab1	siegebeast4_16	succubuswitch2_17	vilemother1_15	vulture5	willowisp2_15	baboon1	bighead3_16	bloodlord3_17	blunderbore5	bonefetish4_14	cantor2_16	corruptrogue3_17	cr_archer6_16	cr_lancer2_14	doomknight2_14	frogdemon2_16	goatman7_15	megademon3_15	minion11_17	pantherwoman1	putriddefiler5_15	quillrat5_14	regurgitator4_16	scarab1	succubuswitch2_17	vilemother1_15	vulture5	willowisp2_15			scorpion				20								0	13	14	Lost City	To The Lost City	EnteringTheLostCity	30	24	32	37	36	0	0	0	15	30	12	40	40	0	0	0	Act 2 - Lost City
Act 2 - Desert 5	Valley of Snakes	45	1	1			27	32	32	32	32	32	32	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	-1	-1	-1	8	0	58	0	0	0	0	0	0	-1	37	-1	-1	-1	-1	-1	-1	0	0	0	0	1	0	1	0	2025	18	43	68	18	53	86	880	880	880	7	9	7	9	7	9	1	0	3	baboon2	batdemon2	brute4	clawviper3	corruptrogue3_17	cr_archer6_16	crownest3	fallen2_15	fallenshaman3_18	frogdemon2_16	goatman4	minion11_17	mosquito1	mummy2	overseer3_15	pantherwoman2	reanimatedhorde4_18	sandraider3	scarab2	sk_archer5	skmage_cold6	skmage_fire4	slinger2	snowyeti3_18	thornhulk1		baboon2	batdemon2	brute4	clawviper3	corruptrogue3_17	cr_archer6_16	crownest3	fallen2_15	fallenshaman3_18	frogdemon2_16	goatman4	minion11_17	mosquito1	mummy2	overseer3_15	pantherwoman2	reanimatedhorde4_18	sandraider3	scarab2	sk_archer5	skmage_cold6	skmage_fire4	slinger2	snowyeti3_18	thornhulk1	baboon2	batdemon2	brute4	clawviper3	corruptrogue3_17	cr_archer6_16	fallen2_15	fallenshaman3_18	frogdemon2_16	goatman4	minion11_17	mosquito1	mummy2	overseer3_15	pantherwoman2	reanimatedhorde4_18	sandraider3	scarab2	sk_archer5	skmage_cold6	skmage_fire4	slinger2	snowyeti3_18	thornhulk1		scorpion				20								0	13	255	Valley of Snakes	To The Valley of Snakes	EnteringTheValleyOfSnakes	30	24	32	37	36	0	0	0	15	30	11	40	40	0	0	0	Act 2 - Valley of Snakes
Act 2 - Valley of the Kings	Canyon of the Magi	46	1	1	13	13	28	80	80	80	80	80	80	2500	1000	0	1	0	0	1	0	1	1	1	0	3	16	9	4	7	8	0	66	67	68	69	70	71	72	-1	38	39	40	41	42	43	44	0	0	0	0	1	1	1	0	3800	16	41	66	16	55	88	880	880	880	7	9	7	9	7	9	1	0	3	batdemon1	bloodlord3_17	cantor2_16	corruptrogue3_17	cr_lancer2_14	doomknight2_14	dkmag3_15	fallen2_15	fetish5_14	fetishblow8_14	fetishshaman2_16	overseer3_15	pantherwoman5	reanimatedhorde4_18	sandmaggot1	skeleton5	skmage_cold5	skmage_fire3	slinger2	slinger6	snowyeti3_18	suicideminion5_15	swarm2	vulture5	zealot4_14		batdemon1	bloodlord3_17	cantor2_16	corruptrogue3_17	cr_lancer2_14	doomknight2_14	dkmag3_15	fallen2_15	fetish5_14	fetishblow8_14	fetishshaman2_16	overseer3_15	pantherwoman5	reanimatedhorde4_18	sandmaggot1	skeleton5	skmage_cold5	skmage_fire3	slinger2	slinger6	snowyeti3_18	suicideminion5_15	swarm2	vulture5	zealot4_14	batdemon1	bloodlord3_17	cantor2_16	corruptrogue3_17	cr_lancer2_14	doomknight2_14	dkmag3_15	fallen2_15	fetish5_14	fetishblow8_14	fetishshaman2_16	overseer3_15	pantherwoman5	reanimatedhorde4_18	sandmaggot1	skeleton5	skmage_cold5	skmage_fire3	slinger2	slinger6	snowyeti3_18	swarm2	vulture5	zealot4_14		scorpion				20								0	14	17	Canyon of the Magi	To The Canyon of the Magi	EnteringTheCanyonOfTheMagi	30	24	32	37	36	0	0	0	15	30	10	40	40	0	0	0	Act 2 - Canyon of the Magi
Act 2 - Sewer 1 A	Sewers Level 1	47	1	1			29	200	200	200	200	200	200	1500	1000	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	40	40	48	0	0	0	0	0	22	21	23	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	100	13	38	63	13	50	83	680	680	680	6	8	6	8	6	8	1	0	3	arach2	baboon6_13	batdemon1	bighead2	cantor2_16	corruptrogue6_13	cr_lancer2_14	deathmauler6_14	doomknight2_10	fallen2_15	fallenshaman4	foulcrow3	minion10_11	quillrat5_14	regurgitator4_16	sandmaggot1	sandraider1	scarab2	skmage_fire3	skmage_pois2	slinger5	snowyeti2_12	succubus2_10	succubuswitch6_11	unraveler7_10		arach2	baboon6_13	batdemon1	bighead2	cantor2_16	corruptrogue6_13	cr_lancer2_14	deathmauler6_14	doomknight2_10	fallen2_15	fallenshaman4	foulcrow3	minion10_11	quillrat5_14	regurgitator4_16	sandmaggot1	sandraider1	scarab2	skmage_fire3	skmage_pois2	slinger5	snowyeti2_12	succubus2_10	succubuswitch6_11	unraveler7_10	arach2	batdemon1	bighead2	cantor2_16	corruptrogue6_13	cr_lancer2_14	deathmauler6_14	doomknight2_10	fallen2_15	fallenshaman4	foulcrow3	minion10_11	quillrat5_14	regurgitator4_16	sandmaggot1	sandraider1	scarab2	skmage_fire3	skmage_pois2	slinger5	snowyeti2_12	succubus2_10	succubuswitch6_11	unraveler7_10		rat	bat	scorpion		30	100	20						0	15	255	Sewers Level 1	To The Sewers Level 1	EnteringTheSewersLevel1	32	26	5	0	0	0	0	0	10	10	10	0	0	0	0	0	Act 2 - Sewers
Act 2 - Sewer 1 B	Sewers Level 2	48	1	1			30	200	200	200	200	200	200	1500	1300	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	47	0	49	0	0	0	0	0	22	-1	23	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	2025	13	38	63	13	50	83	680	680	680	6	8	6	8	6	8	1	0	3	arach2	batdemon5_10	bonefetish4_14	brute1_13	deathmauler6_14	fallenshaman4	fetish5_14	fetishblow8_14	fingermage3_10	frogdemon1_12	goatman5	minion10_11	mosquito1_10	mummy2	overseer3_15	sandraider1	skmage_cold3	skmage_fire3	skmage_pois3	succubuswitch6_11	swarm1	thornhulk1_10	vampire5	vilemother1_15	zealot4_14		arach2	batdemon5_10	bonefetish4_14	brute1_13	deathmauler6_14	fallenshaman4	fetish5_14	fetishblow8_14	fingermage3_10	frogdemon1_12	goatman5	minion10_11	mosquito1_10	mummy2	overseer3_15	sandraider1	skmage_cold3	skmage_fire3	skmage_pois3	succubuswitch6_11	swarm1	thornhulk1_10	vampire5	vilemother1_15	zealot4_14	arach2	batdemon5_10	bonefetish4_14	brute1_13	deathmauler6_14	fallenshaman4	fetish5_14	fetishblow8_14	fingermage3_10	frogdemon1_12	goatman5	minion10_11	mosquito1_10	mummy2	overseer3_15	sandraider1	skmage_cold3	skmage_fire3	skmage_pois3	succubuswitch6_11	swarm1	thornhulk1_10	vampire5	vilemother1_15	zealot4_14	rat	bat	scorpion		30	100	20						0	15	10	Sewers Level 2	To The Sewers Level 2	EnteringTheSewersLevel2	32	26	5	0	0	0	0	0	12	12	12	0	0	0	0	0	Act 2 - Sewers
Act 2 - Sewer 1 C	Sewers Level 3	49	1	1			31	200	200	200	200	200	200	1500	1600	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	48	0	0	0	0	0	0	0	22	-1	-1	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	2025	14	39	64	14	51	84	680	680	680	6	8	6	8	6	8	1	0	3	arach2	batdemon1	bighead3_16	bloodlord3_17	cantor2_16	cr_lancer2_14	fallen2_15	fallenshaman4	fetish5_14	fetishblow8_14	fetishshaman2_16	frozenhorror4_12	megademon5_11	minion11_17	overseer3_15	pantherwoman6	regurgitator4_16	sandmaggot1	sandraider1	skeleton6	skmage_pois7	succubuswitch2_17	swarm2	vampire5	willowisp2_15		arach2	batdemon1	bighead3_16	bloodlord3_17	cantor2_16	cr_lancer2_14	fallen2_15	fallenshaman4	fetish5_14	fetishblow8_14	fetishshaman2_16	frozenhorror4_12	megademon5_11	minion11_17	overseer3_15	pantherwoman6	regurgitator4_16	sandmaggot1	sandraider1	skeleton6	skmage_pois7	succubuswitch2_17	swarm2	vampire5	willowisp2_15	arach2	batdemon1	bighead3_16	bloodlord3_17	cantor2_16	cr_lancer2_14	fallen2_15	fallenshaman4	fetish5_14	fetishblow8_14	fetishshaman2_16	frozenhorror4_12	megademon5_11	minion11_17	overseer3_15	pantherwoman6	regurgitator4_16	sandmaggot1	sandraider1	skeleton6	skmage_pois7	succubuswitch2_17	swarm2	vampire5	willowisp2_15	rat	bat	scorpion		30	100	20						0	15	255	Sewers Level 3	To The Sewers Level 3	EnteringTheSewersLevel3	32	26	5	0	0	0	0	0	15	15	15	0	0	0	0	0	Act 2 - Sewers
Act 2 - Harem	Harem Level 1	50	1	1	11	11	32	16	19	16	19	16	19	2000	1000	0	1	0	0	0	1	1	1	0	1	2	14	-1	-1	-1	-1	40	0	51	51	0	0	0	0	25	-1	28	29	-1	-1	-1	-1	128	255	255	255	0	0	0	0	2025	0	25	50				0	0	0							0	0																																																																														rat	bat	scorpion		30	30	20						8	16	255	Harem Level 1	To The Harem Level 1	EnteringTheHaremLevel1	56	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	Act 2 - Harem
Act 2 - Corrupt Harem 1	Harem Level 2	51	1	1	11	11	33	100	100	100	100	100	100	2000	1119	0	1	0	0	0	1	1	1	0	1	1	14	-1	-1	-1	-1	50	50	52	52	0	0	0	0	26	27	28	29	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	13	38	63	13	54	87	2200	2200	2200							1	0	3	arach1	baboon1_12	baboon6_13	cantor2_16	corruptrogue6_13	cr_archer4	crownest3	fingermage3_10	frogdemon1_12	goatman7_15	cowking_12	mummy1	sandraider1	scarab1	sk_archer4	skeleton4	skmage_cold3	skmage_ltng3	skmage_pois2	succubus2_15	suicideminion5_15	unraveler1	vulture2	willowisp2_10	zombie3		arach1	baboon1_12	baboon6_13	cantor2_16	corruptrogue6_13	cr_archer4	crownest3	fingermage3_10	frogdemon1_12	goatman7_15	cowking_12	mummy1	sandraider1	scarab1	sk_archer4	skeleton4	skmage_cold3	skmage_ltng3	skmage_pois2	succubus2_15	suicideminion5_15	unraveler1	vulture2	willowisp2_10	zombie3	arach1	baboon1_12	cantor2_16	corruptrogue6_13	cr_archer4	fingermage3_10	frogdemon1_12	goatman7_15	cowking_12	mummy1	sandraider1	scarab1	sk_archer4	skeleton4	skmage_cold3	skmage_ltng3	skmage_pois2	succubus2_15	unraveler1	vulture2	willowisp2_10	zombie3				rat	bat	scorpion		30	30	20						8	17	255	Harem Level 2	To The Harem Level 2	EnteringTheHaremLevel2	56	55	0	0	0	0	0	0	15	33	0	0	0	0	0	0	Act 2 - Harem
Act 2 - Basement 1	Palace Cellar Level 1	52	1	1	11	11	34	100	100	100	100	100	100	2000	1319	0	1	0	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	51	51	53	53	0	0	0	0	26	27	32	32	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	13	38	63	13	54	87	2200	2200	2200	5	7	5	7	5	7	1	1	3	arach1	baboon1_12	batdemon1	bighead1	cr_archer4	deathmauler5_10	dkmag2_10	fallenshaman4	fetishshaman1	frozenhorror4_12	hellbovine_16	minion10_11	mosquito1_10	overseer3_15	reanimatedhorde4_13	sandmaggot5_10	sandraider1	sk_archer4	skmage_cold5	succubus2_15	succubuswitch6_11	suicideminion5_15	vilemother1_15	willowisp2_10	zealot4_14		arach1	baboon1_12	batdemon1	bighead1	cr_archer4	deathmauler5_10	dkmag2_10	fallenshaman4	fetishshaman1	frozenhorror4_12	hellbovine_16	minion10_11	mosquito1_10	overseer3_15	reanimatedhorde4_13	sandmaggot5_10	sandraider1	sk_archer4	skmage_cold5	succubus2_15	succubuswitch6_11	suicideminion5_15	vilemother1_15	willowisp2_10	zealot4_14	arach1	baboon1_12	batdemon1	bighead1	cr_archer4	deathmauler5_10	dkmag2_10	fallenshaman4	fetishshaman1	frozenhorror4_12	hellbovine_16	minion10_11	mosquito1_10	overseer3_15	reanimatedhorde4_13	sandmaggot5_10	sandraider1	sk_archer4	skmage_cold5	succubus2_15	succubuswitch6_11	vilemother1_15	willowisp2_10	zealot4_14		rat	bat	scorpion		30	30	20						60	18	15	Palace Cellar Level 1	To The Palace Cellar Level 1	EnteringThePalaceCellarLevel1	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0	Act 2 - Palace Cellar
Act 2 - Basement 2	Palace Cellar Level 2	53	1	1	11	11	35	100	100	100	100	100	100	2000	1519	0	1	0	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	52	52	54	54	0	0	0	0	30	31	32	32	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	13	38	63	13	54	87	2200	2200	2200	5	7	5	7	5	7	1	1	3	arach1	bloodlord5_13	deathmauler6_14	fallen4	fetish1	fetishblow8_14	fetishshaman2_16	goatman5	megademon5_11	mosquito1_10	putriddefiler5_15	reanimatedhorde4_13	regurgitator4_16	sandleaper2	sandmaggot1	sandraider1	siegebeast4_12	sk_archer4	skeleton8	succubus2_15	suicideminion5_15	swarm1_11	wraith8	zealot4_14	zombie3		arach1	bloodlord5_13	deathmauler6_14	fallen4	fetish1	fetishblow8_14	fetishshaman2_16	goatman5	megademon5_11	mosquito1_10	putriddefiler5_15	reanimatedhorde4_13	regurgitator4_16	sandleaper2	sandmaggot1	sandraider1	siegebeast4_12	sk_archer4	skeleton8	succubus2_15	suicideminion5_15	swarm1_11	wraith8	zealot4_14	zombie3	arach1	bloodlord5_13	deathmauler6_14	fallen4	fetish1	fetishblow8_14	fetishshaman2_16	goatman5	megademon5_11	mosquito1_10	putriddefiler5_15	reanimatedhorde4_13	regurgitator4_16	sandleaper2	sandmaggot1	sandraider1	sk_archer4	skeleton8	succubus2_15	swarm1_11	wraith8	zealot4_14	zombie3			rat	bat	scorpion		30	30	20						60	18	255	Palace Cellar Level 2	To The Palace Cellar Level 2	EnteringThePalaceCellarLevel2	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0	Act 2 - Palace Cellar
Act 2 - Basement 3	Palace Cellar Level 3	54	1	1	11	11	36	100	100	100	100	100	100	2000	1719	0	1	0	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	53	53	0	0	0	0	0	0	30	31	-1	-1	-1	-1	-1	-1	0	255	255	255	1	1	1	0	2025	13	38	63	13	55	87	2200	2200	2200	5	7	5	7	5	7	1	1	3	arach1	baboon6_13	bighead1	blunderbore4_11	brute1_13	corruptrogue6_13	cr_archer6_16	cr_lancer2_14	deathmauler5_10	fingermage3_10	frozenhorror4_12	quillrat5_14	reanimatedhorde4_13	sandraider1	scarab2	siegebeast4_12	sk_archer4	skmage_cold3	snowyeti2_12	succubus2_10	succubuswitch6_11	swarm1	vampire5	vilemother1_15	willowisp2_15		arach1	baboon6_13	bighead1	blunderbore4_11	brute1_13	corruptrogue6_13	cr_archer6_16	cr_lancer2_14	deathmauler5_10	fingermage3_10	frozenhorror4_12	quillrat5_14	reanimatedhorde4_13	sandraider1	scarab2	siegebeast4_12	sk_archer4	skmage_cold3	snowyeti2_12	succubus2_10	succubuswitch6_11	swarm1	vampire5	vilemother1_15	willowisp2_15	arach1	bighead1	blunderbore4_11	brute1_13	corruptrogue6_13	cr_archer6_16	cr_lancer2_14	deathmauler5_10	fingermage3_10	frozenhorror4_12	quillrat5_14	reanimatedhorde4_13	sandraider1	scarab2	sk_archer4	skmage_cold3	snowyeti2_12	succubus2_10	succubuswitch6_11	swarm1	vampire5	vilemother1_15	willowisp2_15			rat	bat	scorpion		30	30	20						60	18	255	Palace Cellar Level 3	To The Palace Cellar Level 3	EnteringThePalaceCellarLevel3	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0	Act 2 - Palace Cellar
Act 2 - Tomb 1 A	Stony Tomb Level 1	55	1	1			37	200	200	200	200	200	200	3000	1000	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	41	0	0	0	59	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	12	37	62	12	51	94	2200	2200	2200	6	8	6	8	6	8	1	0	3	arach1	baboon1_12	batdemon5_10	bloodlord5_13	bonefetish4_14	brute3	corruptrogue6_13	deathmauler6_14	doomknight2_14	fallen4	fingermage3_10	megademon3_15	mummy1	overseer5_9	pantherwoman6	sandmaggot5_10	sk_archer3	skmage_cold3	slinger2	succubus2_10	suicideminion5_15	swarm1_11	unraveler7_10	vulture5	willowisp2_15		arach1	baboon1_12	batdemon5_10	bloodlord5_13	bonefetish4_14	brute3	corruptrogue6_13	deathmauler6_14	doomknight2_14	fallen4	fingermage3_10	megademon3_15	mummy1	overseer5_9	pantherwoman6	sandmaggot5_10	sk_archer3	skmage_cold3	slinger2	succubus2_10	suicideminion5_15	swarm1_11	unraveler7_10	vulture5	willowisp2_15	arach1	baboon1_12	batdemon5_10	bloodlord5_13	bonefetish4_14	brute3	corruptrogue6_13	deathmauler6_14	doomknight2_14	fallen4	fingermage3_10	megademon3_15	mummy1	overseer5_9	pantherwoman6	sandmaggot5_10	sk_archer3	skmage_cold3	slinger2	succubus2_10	swarm1_11	unraveler7_10	vulture5	willowisp2_15		rat	bat	scorpion		30	30	20						60	19	255	Stony Tomb Level 1	To The Stony Tomb Level 1	EnteringTheStonyTombLevel1	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	Act 2 - Stony Tomb
Act 2 - Tomb 2 A	Halls of the Dead Level 1	56	1	1			38	200	200	200	200	200	200	3000	1300	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	42	0	0	0	57	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	12	37	62	12	51	88	2200	2200	2200	6	8	6	8	6	8	1	0	3	arach2	baboon1_12	baboon6_9	batdemon1	blunderbore4_11	cr_archer4	doomknight1_12	doomknight2_14	fallen4	fallenshaman4	fetishblow1	fingermage3_10	foulcrow2_10	frozenhorror4_12	goatman5	minion10_11	mosquito1_10	mummy1	quillrat5_14	scarab1	slinger2	succubus2_10	swarm1_11	unraveler1	vilemother1_15		arach2	baboon1_12	baboon6_9	batdemon1	blunderbore4_11	cr_archer4	doomknight1_12	doomknight2_14	fallen4	fallenshaman4	fetishblow1	fingermage3_10	foulcrow2_10	frozenhorror4_12	goatman5	minion10_11	mosquito1_10	mummy1	quillrat5_14	scarab1	slinger2	succubus2_10	swarm1_11	unraveler1	vilemother1_15	arach2	baboon1_12	batdemon1	blunderbore4_11	cr_archer4	doomknight1_12	doomknight2_14	fallen4	fallenshaman4	fetishblow1	fingermage3_10	foulcrow2_10	frozenhorror4_12	goatman5	minion10_11	mosquito1_10	mummy1	quillrat5_14	scarab1	slinger2	succubus2_10	swarm1_11	unraveler1	vilemother1_15		rat	bat	scorpion		30	30	20						60	19	255	Halls of the Dead Level 1	To The Halls of the Dead Level 1	EnteringTheHallsOfTheDeadLevel1	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	Act 2 - Halls of the Dead
Act 2 - Tomb 2 B	Halls of the Dead Level 2	57	1	1			39	200	200	200	200	200	200	3000	1600	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	56	0	0	0	60	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	13	38	63	13	52	90	2200	2200	2200	6	8	6	8	6	8	1	0	3	batdemon1	bloodlord5_13	bonefetish4_14	crownest3	doomknight1_12	dkmag2_10	fallenshaman4	fetish5_14	fetishblow8_14	fingermage3_10	goatman5	hellbovine_16	quillrat5_14	reanimatedhorde4_13	regurgitator4_16	sandleaper6	sandmaggot1	skmage_pois3	slinger2	slinger5	snowyeti2_12	succubuswitch6_11	vulture5	zealot4_14	zombie3		batdemon1	bloodlord5_13	bonefetish4_14	crownest3	doomknight1_12	dkmag2_10	fallenshaman4	fetish5_14	fetishblow8_14	fingermage3_10	goatman5	hellbovine_16	quillrat5_14	reanimatedhorde4_13	regurgitator4_16	sandleaper6	sandmaggot1	skmage_pois3	slinger2	slinger5	snowyeti2_12	succubuswitch6_11	vulture5	zealot4_14	zombie3	batdemon1	bloodlord5_13	bonefetish4_14	doomknight1_12	dkmag2_10	fallenshaman4	fetish5_14	fetishblow8_14	fingermage3_10	goatman5	hellbovine_16	quillrat5_14	reanimatedhorde4_13	regurgitator4_16	sandleaper6	sandmaggot1	skmage_pois3	slinger2	slinger5	snowyeti2_12	succubuswitch6_11	vulture5	zealot4_14	zombie3		rat	bat	scorpion		30	30	20						60	19	12	Halls of the Dead Level 2	To The Halls of the Dead Level 2	EnteringTheHallsOfTheDeadLevel2	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	Act 2 - Halls of the Dead
