Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
of Fire Bolts	100	1	1	7		7		sor	1	1	44	ignore-ac		1	1	pierce-fire		28	28	sor		2	2		staf	orb											0	0
of Fire Bolts	100	1	1	14		14		sor	1	1	44	ease		-50	-50	hit-skill	72	10	3	hp		21	30		swor	ring	circ										0	0
of Charged Bolts	100	1	1	7		7		sor	1	1	44	dmg%		150	190	res-all		15	15	res-fire		3	5		staf	orb											0	0
of Charged Bolts	100	1	1	14		14		sor	1	1	44	fire-min		23	23	fire-max		54	54	red-dmg		2	2		hamm	mace	scep	ring	circ								0	0
of Ice Bolts	100	1	1	7		7		sor	1	1	44	att		45	45	openwounds		33	33	noheal		1	1		staf	orb											0	0
of Ice Bolts	100	1	1	14		14		sor	1	1	44	allskills		3	3	hp		11	15	oskill	101	8	8		knif												0	0
of Frozen Armor	100			7		7		sor	1	1	44	charged	40	-30	-10										staf	orb											0	0
of Frozen Armor	100			14		14		sor	1	1	44	charged	40	-20	-6										knif	tors											0	0
of Static Field	100			12		12		sor	6	1	44	charged	42	-30	-8										staf	orb											0	0
of Static Field	100			24		24		sor	6	1	44	charged	42	-20	-5										hamm	mace	scep	ring	circ								0	0
of Telekinesis	100	1	1	12		12		sor	6	1	44	dmg-pois	100	409	409	ac/lvl	16			res-pois		40	40		staf	orb											0	0
of Telekinesis	100	1	1	24		24		sor	6	1	44	dmg-pois	100	204	204	res-all	0	10	10	openwounds	0	20	20		hamm	mace	scep	ring	circ								0	0
of Frost Novas	100	1	1	12		12		sor	6	1	44	red-mag		10	16	dmg%		250	300	mana-kill	0	1	1		staf	orb											0	0
of Frost Novas	100	1	1	24		24		sor	6	1	44	mag%		25	50	oskill	Guided Arrow	3	5	res-ltng		60	60		knif	amul	circ										0	0
of Ice Blasts	100	1	1	12		12		sor	6	1	44	dmg-pois	75	102	102	dmg%		150	220	res-cold		5	10		staf	orb											0	0
of Ice Blasts	100	1	1	24		24		sor	6	1	44	stam		150	150	manasteal		7	8	dmg-pois	150	86	86		hamm	mace	scep	ring	circ								0	0
of Blazing	100			18		18		sor	12	1	44	charged	46	-30	-7										staf	orb											0	0
of Blazing	100			36		36		sor	12	1	44	charged	46	-20	-4										boot												0	0
of Fire Balls	100	1	1	18		18		sor	12	1	44	ac		100	100	ltng-min		1	1	ltng-max		10	10		staf	orb											0	0
of Fire Balls	100	1	1	36		36		sor	12	1	44	ac-miss		200	250	dmg-min		3	3	light		2	2		spea	wand											0	0
of Novas	100	1	1	18		18		sor	12	1	44	ease		-50	-50	fire-min		1	3	fire-max		6	10		staf	orb											0	0
of Novas	100	1	1	36		36		sor	12	1	44	cast2		30	30	sor		3	3	dmg-undead		76	125		shld												0	0
of Lightning	100	1	1	18		18		sor	12	1	44	bloody		3	5	move3		35	35	ac		5	8		staf	orb											0	0
of Lightning	100	1	1	36		36		sor	12	1	44	dmg%		50	90	swing2		30	30	regen-mana		15	15		axe	hamm											0	0
of Shiver Armor	100			18		18		sor	12	1	44	charged	50	-30	-7										staf	orb											0	0
of Shiver Armor	100			36		36		sor	12	1	44	charged	50	-20	-4										knif	tors											0	0
of Fire Walls	100			24		24		sor	18	1	44	charged	51	-30	-6										staf	orb											0	0
of Fire Walls	100			48		48		sor	18	1	44	charged	51	-20	-3										pole												0	0
of Enchantment	100	1	1	24		24		sor	18	1	44	hp		15	15	bar		2	2	res-all	0	14	14		staf	orb											0	0
of Enchantment	100	1	1	48		48		sor	18	1	44	fire-min		16	25	fire-max		31	60	mana		3	7		mele												0	0
of Chain Lightning	100	1	1	24		24		sor	18	1	44	nec		2	2	dmg%		200	250	vit		30	40		staf	orb											0	0
of Chain Lightning	100	1	1	48		48		sor	18	1	44	skilltab	0	3	3	nofreeze		1	1	hp		46	50		spea												0	0
of Teleportation	100	1	1	24		24		sor	18	1	44	att%		150	200	swing2		45	45	att		13	27		staf	orb											0	0
of Teleportation	100	1	1	48		48		sor	18	1	44	dmg-pois	75	40	40	regen		20	20	skilltab	11	1	1		amul	circ											0	0
of Glacial Spikes	100	1	1	24		24		sor	18	1	44	att%		200	300	gethit-skill	Chilling Armor	20	15	res-all	0	10	10		staf	orb											0	0
of Glacial Spikes	100	1	1	48		48		sor	18	1	44	dmg%		195	195	all-stats		10	20	res-cold		10	30		knif												0	0
of Meteors	100	1	1	30		30		sor	24	1	44	dmg-mag		5	10	dmg/lvl	10			mag%	0	10	15		staf	orb											0	0
of Meteors	100	1	1	60		60		sor	24	1	44	dmg-min		1	1	dmg/lvl	16			skilltab	13	1	1		knif	club											0	0
of Thunder Storm	100			30		30		sor	24	1	44	charged	57	-30	-5										staf	orb											0	0
of Thunder Storm	100			60		60		sor	24	1	44	charged	57	-20	-2										hamm	club											0	0
of Energy Shield	100			30		30		sor	24	1	44	charged	58	-30	-5										staf	orb											0	0
of Energy Shield	100			60		60		sor	24	1	44	charged	58	-20	-2										helm												0	0
of Blizzards	100	1	1	30		30		sor	24	1	44	mana		40	40	hp/lvl	8			light	0	2	2		staf	orb											0	0
of Blizzards	100	1	1	60		60		sor	24	1	44	skilltab	10	2	2	res-cold		30	30	gold%	0	75	75		knif												0	0
of Chilling Armor	100			30		30		sor	24	1	44	charged	60	-30	-5										staf	orb											0	0
of Chilling Armor	100			60		60		sor	24	1	44	charged	60	-20	-2										tors												0	0
of Hydras	100			36		36		sor	30	1	44	charged	62	-30	-3										staf	orb											0	0
of Hydras	100			72		72		sor	30	1	44	charged	62	-20	-1										club												0	0
of Frozen Orbs	100	1	1	36		36		sor	30	1	44	regen-mana		15	15	dmg-ltng		1	250	enr		20	20		staf	orb											0	0
of Frozen Orbs	100	1	1	72		72		sor	30	1	44	regen		10	10	dmg%		180	200	res-all		50	50		knif												0	0
of Amplify Damage	100			7		7		nec	1	1	44	charged	66	-60	-10										wand	knif	head										0	0
of Amplify Damage	100			14		14		nec	1	1	44	charged	66	-20	-6										blun												0	0
of Teeth	100	1	1	7		7		nec	1	1	44	dmg%		100	100	swing2		15	15	res-cold	0	28	28		wand	knif	head										0	0
of Teeth	100	1	1	14		14		nec	1	1	44	half-freeze		1	1	att%		60	120	oskill	Slow Missiles	60	12		swor												0	0
of Bone Armor	100			7		7		nec	1	1	44	charged	68	-60	-10										wand	knif	head										0	0
of Bone Armor	100			14		14		nec	1	1	44	charged	68	-20	-6										tors												0	0
of Raise Skeletons	100			7		7		nec	1	1	44	charged	70	-60	-10										wand	knif	head										0	0
of Raise Skeletons	100			14		14		nec	1	1	44	charged	70	-20	-6										amul	circ											0	0
of Dim Vision	100	1	1	12		12		nec	6	1	44	enr		5	5	light		4	4	dmg-demon		123	123		wand	knif	head										0	0
of Dim Vision	100	1	1	24		24		nec	6	1	44	stupidity		1	1	att		200	250	dex		15	15		ring	circ											0	0
of Weaken	100	1	1	12		12		nec	6	1	44	enr		15	15	regen	0	5	5	dmg-undead		75	75		wand	knif	head										0	0
of Weaken	100	1	1	24		24		nec	6	1	44	mag%		20	30	str	0	3	3	dex		11	15		glov												0	0
of Poison Dagger	100	1	1	12		12		nec	6	1	44	str		8	8	mana	0	11	20	res-ltng		8	9		knif	head											0	0
of Poison Dagger	100	1	1	24		24		nec	6	1	44	aura	Cleansing	1	1	res-cold	0	22	22	block		10	10		glov	ring	circ										0	0
of Corpse Explosions	100			12		12		nec	6	1	44	charged	74	-60	-8										wand	knif	head										0	0
of Corpse Explosions	100			24		24		nec	6	1	44	charged	74	-20	-5										club												0	0
of Clay Golem Summoning	100			12		12		nec	6	1	44	charged	75	-60	-8										wand	knif	head										0	0
of Clay Golem Summoning	100			24		24		nec	6	1	44	charged	75	-20	-5										amul	circ											0	0
of Iron Maiden	100			18		18		nec	12	1	44	charged	76	-60	-7										wand	knif	head										0	0
of Iron Maiden	100			36		36		nec	12	1	44	charged	76	-20	-4										shld												0	0
of Terror	100	1	1	18		18		nec	12	1	44	str		20	30	cast2		40	40	res-pois	0	16	16		wand	knif	head										0	0
of Terror	100	1	1	36		36		nec	12	1	44	ac-miss		100	100	dex		17	17	ease		-40	-40		shld												0	0
of Bone Walls	100			18		18		nec	12	1	44	charged	78	-60	-7										wand	knif	head										0	0
of Bone Walls	100			36		36		nec	12	1	44	charged	78	-20	-4										club	mace	scep										0	0
of Raise Skeletal Mages	100			18		18		nec	12	1	44	charged	80	-60	-7										wand	knif	head										0	0
of Raise Skeletal Mages	100			36		36		nec	12	1	44	charged	80	-20	-4										amul	circ											0	0
of Confusion	100	1	1	24		24		nec	18	1	44	dmg-fire		24	48										wand	knif	head										0	0
of Confusion	100	1	1	48		48		nec	18	1	44	gethit-skill	46	5	8	all-stats		5	10	res-all		25	30		ring	circ											0	0
of Life Tap	100	1	1	24		24		nec	18	1	44	red-dmg		3	3	regen		20	20	enr		4	6		wand	knif	head										0	0
of Life Tap	100	1	1	48		48		nec	18	1	44	deadly		50	50	att%		10	10	oskill	31	2	2		axe												0	0
of Poison Explosion	100			24		24		nec	18	1	44	charged	83	-60	-6										wand	knif	head										0	0
of Poison Explosion	100			48		48		nec	18	1	44	charged	83	-20	-3										blun												0	0
of Bone Spears	100	1	1	24		24		nec	18	1	44	res-ltng		35	35	att	0	101	120	block		10	10		wand	knif	head										0	0
of Bone Spears	100	1	1	48		48		nec	18	1	44	ltng-min		1	1	ltng-max		3	6						spea												0	0
of Blood Golem Summoning	100			24		24		nec	18	1	44	charged	85	-60	-6										wand	knif	head										0	0
of Blood Golem Summoning	100			48		48		nec	18	1	44	charged	85	-20	-3										axe												0	0
of Attraction	100	1	1	30		30		nec	24	1	44	dmg-ltng		1	200	all-stats		3	5	stam		17	25		wand	knif	head										0	0
of Attraction	100	1	1	60		60		nec	24	1	44	str		20	20	res-all	0	15	15	res-fire		4	7		ring	amul	circ										0	0
of Decrepification	100			30		30		nec	24	1	44	charged	87	-60	-5										wand	knif	head										0	0
of Decrepification	100			60		60		nec	24	1	44	charged	87	-20	-2										shld												0	0
of Bone Imprisonment	100			30		30		nec	24	1	44	charged	88	-60	-5										wand	knif	head										0	0
of Bone Imprisonment	100			60		60		nec	24	1	44	charged	88	-20	-2										mace	scep											0	0
of Iron Golem Creation	100			30		30		nec	24	1	44	charged	90	-60	-5										wand	knif	head										0	0
of Iron Golem Creation	100			60		60		nec	24	1	44	charged	90	-20	-2										swor												0	0
of Lower Resistance	100	1	1	36		36		nec	30	1	44	lifesteal		9	15	res-all	0	8	8	res-fire	0	11	20		wand	knif	head										0	0
of Lower Resistance	100	1	1	72		72		nec	30	1	44	block2		25	25	fire-min		8	8	fire-max		12	12		staf												0	0
of Poison Novas	100	1	1	36		36		nec	30	1	44	half-freeze		1	1	skilltab	6	1	3	mag%	0	20	20		wand	knif	head										0	0
of Poison Novas	100	1	1	72		72		nec	30	1	44	dmg%/lvl	20			mana%		10	10	res-cold		40	40		glov												0	0
of Bone Spirits	100	1	1	36		36		nec	30	1	44	att		270	350	block2		20	20	res-all		12	15		wand	knif	head										0	0
of Bone Spirits	100	1	1	72		72		nec	30	1	44	allskills		1	1	ac%		100	150	gethit-skill	Howl	3	1		amul	circ											0	0
of Fire Golem Summoning	100			36		36		nec	30	1	44	charged	94	-60	-3										wand	knif	head										0	0
of Fire Golem Summoning	100			72		72		nec	30	1	44	charged	94	-20	-1										hamm												0	0
of Revivification	100			36		36		nec	30	1	44	charged	95	-60	-3										wand	knif	head										0	0
of Revivification	100			72		72		nec	30	1	44	charged	95	-20	-1										pole												0	0
of Sacrifice	100	1	1	7		7		pal	1	1	44	red-mag		10	10	swing3		30	30	res-pois-len		25	25		scep	ashd											0	0
of Sacrifice	100	1	1	14		14		pal	1	1	44	ac		15	15	regen		3	3	res-ltng-max	0	10	10		mele							scep					0	0
of Holy Bolts	100	1	1	12		12		pal	6	1	44	ac%		80	120	res-pois		35	50	mag%		6	7		scep	ashd											0	0
of Holy Bolts	100	1	1	24		24		pal	6	1	44	lifesteal		5	5	ac		45	50	allskills		1	1		amul	circ											0	0
of Zeal	100	1	1	18		18		pal	12	1	44	extra-cold		3	5	res-pois	0	28	28	mana		20	20		scep	ashd											0	0
of Zeal	100	1	1	36		36		pal	12	1	44	hit-skill	Charged Bolt	11	9	swing2		20	20	hp%		12	12		mele							scep					0	0
of Vengeance	100	1	1	24		24		pal	18	1	44	ac%		80	130	gethit-skill	Terror	14	13	res-fire	0	40	40		scep	ashd											0	0
of Vengeance	100	1	1	48		48		pal	18	1	44	red-dmg		2	2	sor		3	3	dmg-cold	75	3	14		swor	axe											0	0
of Blessed Hammers	100	1	1	24		24		pal	18	1	44	light		2	2	noheal		1	1	hp		20	20		scep	ashd											0	0
of Blessed Hammers	100	1	1	48		48		pal	18	1	44	gethit-skill	Fire Wall	25	17	half-freeze		1	1	dex		10	10		hamm												0	0
of Conversion	100			30		30		pal	24	1	44	charged	116	-30	-5										scep	ashd											0	0
of Conversion	100			60		60		pal	24	1	44	charged	116	-20	-2										blun							scep					0	0
of Fist of the Heavens	100			36		36		pal	30	1	44	charged	121	-30	-3										scep	ashd											0	0
of Fist of the Heavens	100			72		72		pal	30	1	44	charged	121	-20	-1										glov												0	0
of Bashing	100	1	1	7		7		bar	1	1	44	mana-kill		6	6	openwounds		25	25	nec		1	1		phlm												0	0
of Bashing	100	1	1	14		14		bar	1	1	44	nec		2	2	oskill	37	3	3	mana		70	70		mele							staf	wand	orb			0	0
of Howling	100			7		7		bar	1	1	44	charged	130	-60	-10										phlm												0	0
of Howling	100			14		14		bar	1	1	44	charged	130	-20	-6																						0	0
of Potion Finding	100			7		7		bar	1	1	44	charged	131	-60	-10										phlm												0	0
of Potion Finding	100			14		14		bar	1	1	44	charged	131	-20	-6																						0	0
of Taunting	100			12		12		bar	6	1	44	charged	137	-60	-8										phlm												0	0
of Taunting	100			24		24		bar	6	1	44	charged	137	-20	-5																						0	0
of Shouting	100			12		12		bar	6	1	44	charged	138	-60	-8										phlm												0	0
of Shouting	100			24		24		bar	6	1	44	charged	138	-20	-5																						0	0
of Stunning	100	1	1	18		18		bar	12	1	44	ac		10	10	att%		100	150	enr		7	9		phlm							staf	wand	orb			0	0
of Stunning	100	1	1	36		36		bar	12	1	44	fire-min		6	6	fire-max		8	8	allskills		1	1		mele												0	0
of Item Finding	100			18		18		bar	12	1	44	charged	142	-60	-7										phlm												0	0
of Item Finding	100			36		36		bar	12	1	44	charged	142	-20	-4																						0	0
of Concentration	100	1	1	24		24		bar	18	1	44	light		3	3	att-demon		200	250	skilltab	20	3	3		phlm												0	0
of Concentration	100	1	1	48		48		bar	18	1	44	extra-fire		3	5	dmg-demon		200	200	dmg%		66	80		mele							staf	wand	orb			0	0
of Battle Cry	100			24		24		bar	18	1	44	charged	146	-60	-6										phlm												0	0
of Battle Cry	100			48		48		bar	18	1	44	charged	146	-20	-3																						0	0
of Battle Orders	100			30		30		bar	24	1	44	charged	149	-60	-5										phlm												0	0
of Battle Orders	100			60		60		bar	24	1	44	charged	149	-20	-2																						0	0
of Grim Ward	100	1	1	30		30		bar	24	1	44	deadly		15	15	ease		-40	-40	dex		15	15		phlm												0	0
of Grim Ward	100	1	1	60		60		bar	24	1	44	half-freeze		1	1	dmg-norm		25	50	enr		1	5		amul												0	0
of War Cry	100			36		36		bar	30	1	44	charged	154	-60	-3										phlm												0	0
of War Cry	100			72		72		bar	30	1	44	charged	154	-20	-1																						0	0
of Battle Command	100			36		36		bar	30	1	44	charged	155	-60	-3										phlm												0	0
of Battle Command	100			72		72		bar	30	1	44	charged	155	-20	-1																						0	0
of Firestorms	100	1	1	7		7		dru	1	1	44	dmg-cold	75	3	5	dex		25	25	skilltab	7	3	3		club												0	0
of Firestorms	100	1	1	14		14		dru	1	1	44	cast2		10	10	ltng-min		1	1	ltng-max		45	79		staf												0	0
of Molten Boulders	100			12		12		dru	6	1	44	charged	229	-30	-8										club												0	0
of Molten Boulders	100			24		24		dru	6	1	44	charged	229	-20	-5										mace												0	0
of Eruption	100	1	1	18		18		dru	12	1	44	res-fire		45	45	ignore-ac		1	1	res-ltng		40	40		club												0	0
of Eruption	100	1	1	36		36		dru	12	1	44	oskill	Battle Command	1	2	sor	0	2	2	str		1	3		staf												0	0
of Cyclone Armor	100			18		18		dru	12	1	44	charged	235	-30	-7										club												0	0
of Cyclone Armor	100			36		36		dru	12	1	44	charged	235	-20	-4										tors												0	0
of Twister	100	1	1	24		24		dru	18	1	44	dmg-max		11	15	fire-min		6	6	fire-max		20	40		club												0	0
of Twister	100	1	1	48		48		dru	18	1	44	mana		15	15	ac%		60	60	red-mag		5	12		amul	circ											0	0
of Volcano	100	1	1	30		30		dru	24	1	44	str		25	25	att%		100	100	hp		20	20		club												0	0
of Volcano	100	1	1	60		60		dru	24	1	44	res-fire		40	40	oskill	225	60	12	skilltab	6	1	3		hamm												0	0
of Tornado	100	1	1	30		30		dru	24	1	44	oskill	Battle Command	2	6	ac		90	90	skilltab	6	3	3		club												0	0
of Tornado	100	1	1	60		60		dru	24	1	44	res-all		15	25	red-dmg%		-20	-10	ac%		41	50		amul	circ											0	0
of Armageddon	100			36		36		dru	30	1	44	charged	249	-30	-3										club												0	0
of Armageddon	100			72		72		dru	30	1	44	charged	249	-20	-1										staf												0	0
of Hurricane	100			36		36		dru	30	1	44	charged	250	-30	-3										club												0	0
of Hurricane	100			72		72		dru	30	1	44	charged	250	-20	-1										amul	circ											0	0
of Damage Amplification	100	1	1	3						1	44	thorns		3	3	swing2		20	20	dmg-elem	33	63	324		weap							orb					0	0
of the Icicle	100	1	1	37		29				2	10	att%		100	150	mana		16	20	oskill	Meteor	10	10	dblu	jewl												0	0
of the Glacier	100	1		58		50				2	10	deadly		100	100	dmg-undead		50	50	enr		7	9	dblu	jewl												0	0
of Fire	100	1	1	36		28				2	12	oskill	63	1	1	dmg%		210	260					dred	jewl												0	0
of Burning	100	1	1	57		49				2	12	vit		12	12	red-dmg%		-20	-10	balance3		20	20	dred	jewl												0	0
of Lightning	100	1	1	36		28				2	13	oskill	IronGolem	14	17	dmg%	0	81	100	skilltab	13	2	2	dyel	jewl												0	0
of Thunder	100	1	1	57		49				2	13	red-mag		1	1	ac		25	35	att-undead		50	50	dyel	jewl												0	0
of Daring	100	1	1	19		14				3	17	red-dmg		8	8	res-all		11	15	balance3		24	24		jewl												0	0
of Daring	100	1	1	36		28				3	17	dmg%		140	200	oskill	Fire Mastery	1	2	dmg-max		3	3		jewl												0	0
of Knowledge	100	1	1	24		18				3	23	hp/lvl	8			att	0	21	40	hp		11	15		jewl												0	0
of Knowledge	100	1	1	41		33				3	23	deadly		20	20	dmg-ltng		1	50	balance2		30	30		jewl												0	0
of Virility	100	1	1	33		25				4	31	cast3		30	30	dmg%		240	290	dmg-ltng		6	45		jewl												0	0
of Virility	100	1	1	50		42				4	31	skilltab	12	1	3	allskills		1	1	mana		21	22		jewl												0	0
of Readiness	1	1	1	20		15				2	7	dmg%		300	300	dmg-min		5	5	move2		5	5		glov												0	0
of Craftsmanship	100	1	1	1		1				4	14	res-all		10	10	balance2		20	20	res-fire		5	5		lcha												0	0
of Quality	100	1	1	41		33				4	14	att		270	350	vit		10	10	cast3	0	20	20		lcha												0	0
of Maiming	100	1		71		63				4	14	noheal		1	1	regen-mana		15	15	dex		15	15		lcha												0	0
of Craftsmanship	100	1	1	26		19				4	14	ac%		30	50	res-all		3	7	res-cold		16	30		mcha												0	0
of Quality	100	1		56		48				4	14	dmg%		70	80	dmg-cold	125	205	455	allskills		1	1		mcha												0	0
of Craftsmanship	100	1	1	85		77				4	14	balance2		30	30	ignore-ac	1	1	1						scha												0	0
of Blight	100	1	1	1		1				2	16	str		15	15	hp		1	5	dmg-cold	25	1	1		lcha												0	0
of Venom	100	1	1	6		4				1	16	hit-skill	91	4	1	skilltab	6	3	3	dmg-undead		25	75		lcha												0	0
of Pestilence	100	1	1	14		10				1	16	all-stats		10	20	red-dmg		2	2	manasteal		14	14		lcha												0	0
of Anthrax	100	1		21		15				1	16	aura	Concentration	16	20	crush		35	35	att		6	12		lcha												0	0
of Blight	100	1	1	5		3				2	16	red-mag		2	2	regen-mana		25	25	ac%		170	200		mcha												0	0
of Venom	100	1	1	13		9				1	16	move2		30	30	hp		150	150						mcha												0	0
of Pestilence	100	1	1	23		17				1	16	dmg-fire		20	240	oskill	Battle Orders	1	2	half-freeze	0	1	1	dgrn	mcha												0	0
of Anthrax	100	1		33		25				1	16	res-pois		50	50	att	0	101	120	dmg%		151	200	dgrn	mcha												0	0
of Blight	100	1	1	9		6				2	16	dmg%		250	300	extra-pois		3	5	res-pois-max	0	10	10		scha												0	0
of Venom	100	1	1	20		15				1	16	dmg%		80	80	res-pois		21	30	dmg-max		2	2		scha												0	0
of Pestilence	100	1	1	32		24				1	16	nofreeze		1	1	slow		25	25	fireskill		2	2	dgrn	scha												0	0
of Anthrax	100	1		44		36				1	16	oskill	69	3	3	dmg-mag		250	500	regen		3	5	dgrn	scha												0	0
of Frost	100	1	1	5		3				2	10	dex		20	20	abs-fire%		15	15	dmg-ac		-50	-50		lcha												0	0
of the Icicle	100	1	1	8		6				1	10	res-all		35	35	res-fire		20	20	move1		10	10		lcha												0	0
of the Glacier	100	1	1	15		11				1	10	res-fire		25	25	skilltab	4	1	1	hp		5	5		lcha												0	0
of Winter	100	1		23		17				1	10	mana-kill		5	5	crush		33	33	mana		50	50		lcha												0	0
of Frost	100	1	1	9		6				2	10	swing2		15	15	hit-skill	52	2	10	gethit-skill	38	12	4		mcha												0	0
of the Icicle	100	1	1	15		11				1	10	str		10	10	dex		15	15	dmg%		66	80		mcha												0	0
of the Glacier	100	1	1	25		18				1	10	vit		15	15	mag%		8	12	dmg-max		2	2	dblu	mcha												0	0
of Winter	100	1		35		27				1	10	move2		10	10	ac-miss		100	160	dmg-pois	50	8	8	dblu	mcha												0	0
of Frost	100	1	1	14		10				2	10	swing2		20	20	dmg%		101	200	nofreeze		1	1		scha												0	0
of the Icicle	100	1	1	21		15				1	10	dmg/lvl	8			att		121	150	dex	0	15	15		scha												0	0
of the Glacier	100	1	1	33		25				1	10	att		90	90	fire-min		4	7	fire-max		8	19	dblu	scha												0	0
of Winter	100	1		46		38				1	10	oskill	127	2	4	dmg-fire		35	95	balance2		25	25	dblu	scha												0	0
of Flame	100	1	1	3		2				2	12	hp		15	15	dmg-pois	50	187	187	oskill	68	3	3		lcha												0	0
of Fire	100	1	1	8		6				1	12	ac		200	300	skilltab	7	3	3	hp		26	30		lcha												0	0
of Burning	100	1	1	14		10				1	12	oskill	Summon Fenris	18	15	res-all		3	7	dmg-max	0	5	5		lcha												0	0
of Incineration	100	1		22		16				1	12	swing3		30	30	hp		5	10	gethit-skill	42	25	5		lcha												0	0
of Flame	100	1	1	7		5				2	12	ac%		180	200	crush		50	50	res-ltng	0	25	25		mcha												0	0
of Fire	100	1	1	14		10				1	12	dmg-max		1	2	oskill	77	4	4	allskills		1	1		mcha												0	0
of Burning	100	1	1	24		18				1	12	oskill	248	1	1	nec		1	1	mag%		50	50	dred	mcha												0	0
of Incineration	100	1		34		26				1	12	dmg%		70	70	ignore-ac		1	1	att		6	12	dred	mcha												0	0
of Flame	100	1	1	11		8				2	12	manasteal		10	10	ac		15	15	res-cold		15	15		scha												0	0
of Fire	100	1	1	20		15				1	12	ac		25	25	fire-min		23	23	fire-max		54	54		scha												0	0
of Burning	100	1	1	32		24				1	12	ac/lvl	10			gethit-skill	53	5	5	regen-mana	0	12	12	dred	scha												0	0
of Incineration	100	1		45		37				1	12	lifesteal		5	5	gethit-skill	46	5	8	red-mag		4	6	dred	scha												0	0
of Shock	100	1	1	4		3				2	13	deadly		50	50	skilltab	4	1	1	nec		3	3		lcha												0	0
of Lightning	100	1	1	7		5				1	13	res-pois		90	90	red-mag		14	18	str		11	15		lcha												0	0
of Thunder	100	1	1	15		11				1	13	mag%		50	80	skilltab	20	1	2	dmg-max		2	2		lcha												0	0
of Storms	100	1		22		16				1	13	ac-miss		200	200	ac%		130	160	ease		-60	-60		lcha												0	0
of Shock	100	1	1	7		5				2	13	ac%		100	100	fire-min	0	10	10	fire-max	0	16	16		mcha												0	0
of Lightning	100	1	1	14		10				1	13	gethit-skill	240	7	1	skilltab	20	2	2	thorns		4	6		mcha												0	0
of Thunder	100	1	1	24		18				1	13	dex		15	15	red-dmg		4	4	manasteal		4	8	dyel	mcha												0	0
of Storms	100	1		34		26				1	13	dmg-fire		250	500	extra-cold		10	15	dmg-max		2	5	dyel	mcha												0	0
of Shock	100	1	1	12		9				2	13	res-ltng		25	25	levelup-skill	Blaze	100	40	move1		10	10		scha												0	0
of Lightning	100	1	1	21		15				1	13	ac/lvl	16			deadly		40	40	pierce-pois		20	25		scha												0	0
of Thunder	100	1	1	33		25				1	13	res-all-max		5	5	swing2		10	10	dmg-ltng		15	15	dyel	scha												0	0
of Storms	100	1		45		37				1	13	deadly		30	30	ac%		120	150	res-pois-len		25	25	dyel	scha												0	0
of Dexterity	1	1	1	1	12	1				4	17	red-dmg%		10	15	dmg%		350	400	dmg-max		9	10		boot	glov											0	0
of Dexterity	1	1	1	1	5	1				4	17	fire-min		1	4	fire-max		6	11	mag%		26	35		ring												0	0
of Strength	1	1	1	1	11	1				4	31	swing2		80	80	cast2		20	20	enr		15	15		glov												0	0
of Strength	1	1	1	1	4	1				4	31	ignore-ac		1	1	ac		8	12	res-pois		26	30		ring												0	0
of Thorns	1	1	1	1	13	1				4	6	oskill	83	4	4	res-fire		10	11	dmg-demon		25	40		tors	belt	shld										0	0
of Frost	1	1	1	1	3	1				4	10	mana		3	5	cast3		30	30						weap							staf	wand	orb			0	0
of Flame	1	1	1	1	3	1				4	12	att		50	100	res-fire		24	24	block2		35	35		weap							staf	wand	orb			0	0
of Blight	1	1	1	1	4	1				4	16	res-ltng		21	25	fire-min		1	1	fire-max		2	2		weap							scep	staf	orb			0	0
of Shock	1	1	1	1	3	1				4	13	manasteal		4	8	gethit-skill	Confuse	10	15	str		6	9		weap							staf	wand	orb			0	0
of Regeneration	1	1	1	1	9	1				3	19	abs-cold/lvl	5			extra-ltng		3	5	oskill	Clay Golem	16	16		amul	circ											0	0
of Energy	1	1	1	1	4	1				4	23	abs-cold		5	9	regen-mana		15	15	gethit-skill	38	10	3		amul	orb	circ	wand	staf	helm	ring						0	0
of Light	1	1	1	1	5	1				4	25	res-fire		25	25										ring	amul											0	0
of the Leech	100	1	1	24		20				2	27	hit-skill	53	5	10	dex		15	15	ac/lvl	16				amul												0	0
of the Locust	100	1	1	57		45				2	27	ac		100	100	dmg-cold	150	127	364	mag%	0	24	24		amul												0	0
of the Lamprey	100	1	1	85		73				2	27	ac		10	10	res-cold		10	10	thorns		1	3	cred	amul												0	0
of the Bat	1	1	1	25		21				2	28	res-all		10	10	str		10	10	crush		10	10		ring												0	0
of the Wraith	1	1	1	58		46				2	28	swing2		20	20	att		26	38	oskill	111	3	3		ring												0	0
of the Vampire	100	1	1	86		74				2	28	light		4	4	balance2		30	30	skilltab	5	2	2	cred	ring												0	0
